date,route_id,trade_volume_tonnes,shipping_delay_days,freight_cost_usd,container_availability_index,port_congestion_index,fuel_cost_index,commodity_price_index,weather_disruption_score,geopolitical_risk_score,route_status,carbon_emissions_tonnes
2019-07-14,R00013,40317.55,4.45,1537.04,88.39,45.93,49.87,46.77,72.77,23.23,Normal,3527.79
2019-07-21,R00013,35101.0,8.23,1778.66,76.95,57.83,60.93,61.76,91.78,46.1,Delayed,3071.34
2019-07-28,R00013,39065.41,6.3,1676.29,85.64,54.79,56.69,32.52,24.91,28.72,Delayed,3418.22
2019-08-04,R00013,30656.88,4.86,1761.19,67.21,34.8,64.26,56.17,19.41,65.58,Normal,2682.48
2019-08-11,R00013,24261.77,9.2,1724.64,53.19,11.49,56.04,21.6,72.48,93.62,Delayed,2122.9
2019-08-18,R00013,39031.9,7.34,1738.1,85.57,52.17,59.43,45.02,66.61,28.86,Delayed,3415.29
2019-08-25,R00013,23536.18,7.35,1784.78,51.6,69.88,62.52,72.2,84.0,96.81,Delayed,2059.42
2019-09-01,R00013,25170.21,6.22,1789.28,55.18,99.3,64.33,67.03,79.14,89.64,Delayed,2202.39
2019-09-08,R00013,41099.83,7.75,1664.99,90.1,95.36,54.0,50.32,29.75,19.8,Delayed,3596.24
2019-09-15,R00013,22926.87,7.09,1716.77,50.26,35.22,58.33,41.47,31.34,99.48,Delayed,2006.1
2019-09-22,R00013,39365.04,1.92,1602.81,86.3,94.75,57.63,50.64,45.1,27.4,Normal,3444.44
2019-09-29,R00013,23015.53,10.56,1762.13,50.46,89.84,56.73,53.19,56.42,99.09,Delayed,2013.86
2019-10-06,R00013,44463.75,3.68,1806.08,97.48,17.5,68.83,47.89,50.11,5.05,Normal,3890.58
2019-10-13,R00013,23857.26,8.5,1800.28,52.3,74.88,62.02,59.11,59.43,95.4,Delayed,2087.51
2019-10-20,R00013,35872.9,10.36,1712.59,78.64,77.75,53.7,35.24,70.68,42.71,Delayed,3138.88
2019-10-27,R00013,40570.02,5.58,1780.38,88.94,53.55,64.59,55.02,63.91,22.12,Delayed,3549.88
2019-11-03,R00013,32153.5,4.34,1846.02,70.49,29.11,70.61,56.65,60.28,59.02,Normal,2813.43
2019-11-10,R00013,25021.02,9.67,1870.82,54.85,58.13,65.16,50.32,85.71,90.29,Delayed,2189.34
2019-11-17,R00013,30150.35,9.33,1672.58,66.1,51.76,52.4,49.78,92.7,67.81,Delayed,2638.16
2019-11-24,R00013,36061.31,5.35,1670.61,79.06,25.85,57.58,53.96,24.39,41.89,Delayed,3155.36
2019-12-01,R00013,42340.77,3.33,1761.66,92.82,37.1,66.33,51.88,3.77,14.36,Normal,3704.82
2019-12-08,R00013,32615.92,5.76,1662.1,71.5,28.47,56.46,46.07,17.51,56.99,Delayed,2853.89
2019-12-15,R00013,28159.53,5.46,1742.52,61.73,5.55,62.22,53.64,24.94,76.53,Delayed,2463.96
2019-12-22,R00013,32785.82,2.13,1700.61,71.88,0.77,63.87,60.93,14.99,56.25,Normal,2868.76
2019-12-29,R00013,29992.47,2.76,1585.7,65.75,13.01,55.37,34.28,28.47,68.5,Normal,2624.34
2020-01-05,R00013,43239.22,6.24,1451.7,94.79,46.58,41.79,19.84,8.86,10.42,Delayed,3783.43
2020-01-12,R00013,45544.21,5.54,1270.67,99.84,23.47,30.66,33.9,99.43,0.31,Delayed,3985.12
2020-01-19,R00013,35464.05,5.15,1379.3,77.75,52.54,38.41,40.13,97.64,44.51,Delayed,3103.1
2020-01-26,R00013,41104.25,7.91,1474.94,90.11,16.5,41.12,40.83,99.23,19.78,Delayed,3596.62
2020-02-02,R00013,24190.84,6.29,1390.32,53.03,46.99,37.63,37.86,30.25,93.93,Delayed,2116.7
2020-02-09,R00013,41810.36,11.35,1642.71,91.66,94.7,47.71,28.95,87.28,16.68,Delayed,3658.41
2020-02-16,R00013,26895.58,8.56,1426.15,58.96,55.01,36.99,49.11,73.29,82.08,Delayed,2353.36
2020-02-23,R00013,38135.29,3.55,1377.88,83.6,19.69,40.46,36.84,4.27,32.79,Normal,3336.84
2020-03-01,R00013,32058.0,8.21,1501.06,70.28,70.82,42.46,24.98,52.89,59.44,Delayed,2805.07
2020-03-08,R00013,27188.67,9.23,1590.37,59.6,90.01,47.04,25.21,92.45,80.79,Delayed,2379.01
2020-03-15,R00013,40344.21,0.0,1254.62,88.45,0.43,36.97,14.66,41.64,23.11,Normal,3530.12
2020-03-22,R00013,23771.17,9.3,1577.02,52.11,54.44,46.07,32.94,71.38,95.77,Delayed,2079.98
2020-03-29,R00013,34219.87,4.86,1427.8,75.02,13.37,42.04,41.73,70.73,49.96,Normal,2994.24
2020-04-05,R00013,24217.25,8.33,1445.11,53.09,18.02,38.56,41.41,1.59,93.82,Delayed,2119.01
2020-04-12,R00013,41237.8,3.35,1421.33,90.4,23.46,43.62,43.71,10.22,19.19,Normal,3608.31
2020-04-19,R00013,32762.29,5.66,1453.72,71.82,25.83,42.7,26.77,27.48,56.35,Delayed,2866.7
2020-04-26,R00013,33028.1,10.2,1502.46,72.41,69.48,39.9,22.46,29.91,55.19,Delayed,2889.96
2020-05-03,R00013,23728.13,5.67,1447.03,52.02,21.16,42.24,22.46,63.85,95.96,Delayed,2076.21
2020-05-10,R00013,41254.95,0.12,1312.25,90.44,4.97,40.65,14.22,54.05,19.12,Normal,3609.81
2020-05-17,R00013,42380.41,5.37,1443.26,92.91,79.39,42.4,34.66,81.27,14.18,Delayed,3708.29
2020-05-24,R00013,34883.38,6.09,1486.65,76.47,79.96,44.32,35.72,7.46,47.05,Delayed,3052.3
2020-05-31,R00013,27210.26,7.25,1558.36,59.65,47.81,47.55,20.06,92.65,80.7,Delayed,2380.9
2020-06-07,R00013,43884.92,9.93,1463.58,96.21,93.42,37.67,28.59,55.49,7.59,Delayed,3839.93
2020-06-14,R00013,32946.79,7.31,1588.23,72.23,5.18,49.47,34.66,52.95,55.54,Delayed,2882.84
2020-06-21,R00013,43991.32,4.05,1308.53,96.44,1.01,35.17,36.13,79.82,7.12,Normal,3849.24
2020-06-28,R00013,33569.63,6.99,1461.84,73.59,18.29,41.47,38.56,68.45,52.81,Delayed,2937.34
2020-07-05,R00013,40491.48,4.27,1446.25,88.77,43.55,44.06,21.69,68.09,22.46,Normal,3543.0
2020-07-12,R00013,32178.85,4.94,1443.53,70.54,35.13,42.98,22.3,65.94,58.91,Normal,2815.65
2020-07-19,R00013,42004.58,3.73,1372.01,92.09,49.33,39.82,27.22,4.93,15.83,Normal,3675.4
2020-07-26,R00013,29601.85,4.55,1410.17,64.89,8.9,41.27,40.73,8.97,70.21,Normal,2590.16
2020-08-02,R00013,31896.07,7.73,1458.7,69.92,13.18,40.27,25.62,92.59,60.15,Delayed,2790.91
2020-08-09,R00013,38125.89,4.57,1390.48,83.58,94.31,39.94,36.49,76.0,32.84,Normal,3336.02
2020-08-16,R00013,26235.71,11.23,1599.12,57.52,50.36,44.97,26.55,53.83,84.97,Delayed,2295.62
2020-08-23,R00013,39205.87,5.87,1466.15,85.95,39.49,43.25,26.45,82.41,28.1,Delayed,3430.51
2020-08-30,R00013,33515.14,8.52,1463.97,73.47,98.6,39.57,32.78,77.15,53.05,Delayed,2932.57
2020-09-06,R00013,37057.16,7.45,1526.31,81.24,93.33,45.15,32.4,71.9,37.52,Delayed,3242.5
2020-09-13,R00013,30828.8,10.71,1560.34,67.58,95.59,43.08,55.5,72.55,64.83,Delayed,2697.52
2020-09-20,R00013,41038.2,3.42,1440.99,89.97,7.79,44.85,32.04,37.62,20.07,Normal,3590.84
2020-09-27,R00013,26740.39,8.08,1524.63,58.62,73.37,44.2,21.53,1.87,82.76,Delayed,2339.78
2020-10-04,R00013,44797.06,2.71,1340.6,98.21,99.97,39.1,31.5,32.5,3.59,Normal,3919.74
2020-10-11,R00013,36110.61,7.19,1444.33,79.16,67.21,40.04,19.23,97.25,41.67,Delayed,3159.68
2020-10-18,R00013,40609.22,2.73,1423.85,89.03,6.15,44.62,36.93,97.26,21.95,Normal,3553.31
2020-10-25,R00013,41916.95,6.18,1485.6,91.89,57.34,44.14,25.69,99.69,16.21,Delayed,3667.73
2020-11-01,R00013,29048.2,3.91,1407.09,63.68,39.62,41.93,39.81,24.85,72.64,Normal,2541.72
2020-11-08,R00013,29376.76,3.82,1412.63,64.4,4.58,42.41,40.54,62.59,71.2,Normal,2570.47
2020-11-15,R00013,36652.12,4.2,1481.02,80.35,43.4,46.47,27.06,54.77,39.3,Normal,3207.06
2020-11-22,R00013,32667.36,3.86,1376.05,71.62,19.83,39.93,28.69,49.98,56.77,Normal,2858.39
2020-11-29,R00013,43175.22,4.37,1446.2,94.65,45.78,43.91,34.98,64.97,10.7,Normal,3777.83
2020-12-06,R00013,35008.0,5.1,1421.39,76.75,43.63,41.29,20.1,3.22,46.51,Delayed,3063.2
2020-12-13,R00013,35927.18,7.93,1477.17,78.76,73.47,41.24,25.85,70.65,42.48,Delayed,3143.63
2020-12-20,R00013,28414.3,9.28,1573.19,62.29,76.26,45.85,50.83,53.32,75.42,Delayed,2486.25
2020-12-27,R00013,34874.26,2.51,1423.47,76.45,53.25,44.89,33.19,16.67,47.09,Normal,3051.5
2021-01-03,R00013,30008.91,6.8,1796.99,65.79,51.88,64.07,50.16,38.5,68.43,Delayed,2625.78
2021-01-10,R00013,31530.38,6.47,1827.22,69.12,64.69,66.53,57.22,42.32,61.75,Delayed,2758.91
2021-01-17,R00013,25070.51,10.2,1805.63,54.96,2.63,60.11,38.08,87.27,90.08,Delayed,2193.67
2021-01-24,R00013,23963.24,11.02,1871.53,52.53,41.25,63.41,46.07,95.13,94.93,Delayed,2096.78
2021-01-31,R00013,40895.51,5.91,1694.87,89.65,92.06,58.45,40.22,20.61,20.69,Delayed,3578.36
2021-02-07,R00013,33114.6,5.13,1726.82,72.6,38.06,61.62,63.61,63.13,54.81,Delayed,2897.53
2021-02-14,R00013,22941.61,5.56,1701.46,50.29,50.19,59.35,23.51,50.34,99.41,Delayed,2007.39
2021-02-21,R00013,23706.21,12.34,1854.0,51.97,14.72,60.48,34.89,85.47,96.06,Disrupted,2074.29
2021-02-28,R00013,42469.9,5.32,1751.06,93.11,30.3,62.98,49.58,27.61,13.79,Delayed,3716.12
2021-03-07,R00013,43389.61,1.39,1566.46,95.12,48.34,55.91,60.26,82.96,9.76,Normal,3796.59
2021-03-14,R00013,24283.21,6.46,1886.22,53.24,18.66,70.46,53.51,69.0,93.53,Delayed,2124.78
2021-03-21,R00013,41323.71,4.37,1611.95,90.59,39.15,54.97,42.52,78.12,18.82,Normal,3615.82
2021-03-28,R00013,41046.9,4.64,1601.68,89.99,67.99,53.93,38.63,8.74,20.03,Normal,3591.6
2021-04-04,R00013,43428.55,7.13,1829.49,95.21,35.53,65.79,25.46,64.31,9.59,Delayed,3800.0
2021-04-11,R00013,24771.93,10.39,1867.16,54.31,34.89,63.96,49.65,54.01,91.39,Delayed,2167.54
2021-04-18,R00013,34643.78,5.77,1762.28,75.95,55.44,63.12,66.87,68.02,48.1,Delayed,3031.33
2021-04-25,R00013,26969.11,8.55,1818.03,59.12,64.55,63.14,63.1,49.12,81.75,Delayed,2359.8
2021-05-02,R00013,44559.73,1.35,1625.99,97.69,67.65,59.94,37.89,31.05,4.63,Normal,3898.98
2021-05-09,R00013,37211.25,2.97,1592.12,81.58,70.19,55.51,42.14,8.56,36.85,Normal,3255.98
2021-05-16,R00013,25004.07,4.86,1702.95,54.82,14.71,60.38,54.95,21.79,90.37,Normal,2187.86
2021-05-23,R00013,38371.0,7.2,1693.14,84.12,55.31,56.61,62.52,95.82,31.76,Delayed,3357.46
2021-05-30,R00013,40714.78,1.98,1712.77,89.26,31.72,64.88,73.26,26.82,21.49,Normal,3562.54
2021-06-06,R00013,38701.86,3.5,1659.05,84.84,72.57,59.26,44.47,52.06,30.31,Normal,3386.41
2021-06-13,R00013,37128.01,1.14,1560.98,81.39,2.06,55.87,35.65,13.52,37.21,Normal,3248.7
2021-06-20,R00013,30509.78,9.88,1773.48,66.89,91.16,58.39,42.84,21.72,66.23,Delayed,2669.61
2021-06-27,R00013,33278.67,8.52,1801.43,72.96,56.08,62.06,46.39,97.57,54.09,Delayed,2911.88
2021-07-04,R00013,36881.17,5.36,1664.85,80.85,23.87,57.18,33.29,51.47,38.29,Delayed,3227.1
2021-07-11,R00013,35227.06,4.77,1633.8,77.23,56.43,55.89,49.65,56.21,45.55,Normal,3082.37
2021-07-18,R00013,26819.85,11.06,1839.48,58.8,73.74,61.22,52.01,86.75,82.41,Delayed,2346.74
2021-07-25,R00013,28745.4,6.87,1755.84,63.02,78.22,61.22,31.44,3.54,73.97,Delayed,2515.22
2021-08-01,R00013,42033.49,2.12,1604.33,92.15,25.57,57.47,18.08,30.47,15.7,Normal,3677.93
2021-08-08,R00013,24909.91,5.83,1681.2,54.61,76.21,57.64,49.27,25.33,90.78,Delayed,2179.62
2021-08-15,R00013,44574.55,1.55,1648.48,97.72,53.43,61.16,46.17,29.32,4.56,Normal,3900.27
2021-08-22,R00013,34383.26,7.21,1635.5,75.38,92.02,52.76,35.56,57.46,49.25,Delayed,3008.54
2021-08-29,R00013,35087.51,4.56,1585.66,76.92,13.64,52.96,43.29,54.77,46.16,Normal,3070.16
2021-09-05,R00013,23776.26,6.22,1670.51,52.12,26.08,56.41,38.05,30.89,95.75,Delayed,2080.42
2021-09-12,R00013,26831.68,8.56,1755.22,58.82,70.34,58.93,40.06,31.63,82.36,Delayed,2347.77
2021-09-19,R00013,37368.26,6.56,1754.46,81.92,90.03,61.55,38.95,52.65,36.16,Delayed,3269.72
2021-09-26,R00013,43539.16,3.85,1787.73,95.45,25.18,67.38,41.25,71.92,9.1,Normal,3809.68
2021-10-03,R00013,33222.05,7.78,1819.85,72.83,24.26,64.29,29.23,84.41,54.34,Delayed,2906.93
2021-10-10,R00013,38734.24,5.19,1691.77,84.92,50.14,59.2,47.73,39.65,30.17,Delayed,3389.25
2021-10-17,R00013,26030.25,7.71,1752.68,57.07,0.71,59.9,49.71,46.64,85.87,Delayed,2277.65
2021-10-24,R00013,24436.0,12.01,1764.92,53.57,50.52,54.99,59.07,75.18,92.86,Disrupted,2138.15
2021-10-31,R00013,38277.75,8.07,1759.99,83.91,75.79,59.91,30.64,94.5,32.17,Delayed,3349.3
2021-11-07,R00013,32203.17,5.08,1680.02,70.6,80.94,58.56,50.54,0.91,58.8,Delayed,2817.78
2021-11-14,R00013,32253.19,4.6,1716.21,70.71,6.04,61.61,38.72,61.89,58.59,Normal,2822.15
2021-11-21,R00013,35418.43,1.91,1576.23,77.65,24.63,55.86,25.4,31.92,44.71,Normal,3099.11
2021-11-28,R00013,33972.26,8.88,1816.48,74.48,23.32,62.6,61.76,76.19,51.05,Delayed,2972.57
2021-12-05,R00013,23211.5,6.96,1854.22,50.89,65.01,67.66,60.29,56.71,98.23,Delayed,2031.01
2021-12-12,R00013,44592.73,2.12,1634.18,97.76,10.28,59.46,36.96,50.7,4.48,Normal,3901.86
2021-12-19,R00013,32066.27,7.98,1789.66,70.3,84.01,62.01,57.38,72.46,59.4,Delayed,2805.8
2021-12-26,R00013,44321.31,4.53,1742.45,97.16,84.66,63.45,66.65,48.0,5.67,Normal,3878.11
2022-01-02,R00013,23730.05,8.09,2123.14,52.02,8.92,84.09,90.48,93.11,95.96,Delayed,2076.38
2022-01-09,R00013,38485.28,10.38,2236.92,84.37,49.45,88.62,81.28,73.08,31.26,Delayed,3367.46
2022-01-16,R00013,42437.99,7.16,2149.63,93.04,91.75,87.09,89.52,48.13,13.93,Delayed,3713.32
2022-01-23,R00013,32826.34,8.81,2191.82,71.96,77.95,87.71,76.01,12.84,56.07,Delayed,2872.3
2022-01-30,R00013,32646.35,7.51,2071.21,71.57,52.47,81.4,76.55,93.91,56.86,Delayed,2856.56
2022-02-06,R00013,45165.28,3.16,2070.84,99.01,49.84,87.18,87.03,5.5,1.97,Normal,3951.96
2022-02-13,R00013,27714.27,9.35,2246.25,60.76,73.44,90.61,79.9,76.26,78.49,Delayed,2425.0
2022-02-20,R00013,25555.88,8.97,2342.3,56.03,4.27,97.52,80.61,84.97,87.95,Delayed,2236.14
2022-02-27,R00013,41237.26,5.72,2223.73,90.4,30.05,93.95,83.07,40.57,19.19,Delayed,3608.26
2022-03-06,R00013,44327.25,4.16,2322.27,97.18,87.83,102.61,87.83,34.16,5.65,Normal,3878.63
2022-03-13,R00013,30246.13,5.03,2022.2,66.31,19.97,81.44,85.43,11.68,67.39,Delayed,2646.54
2022-03-20,R00013,40280.76,3.33,2166.38,88.31,14.18,93.32,76.52,85.14,23.39,Normal,3524.57
2022-03-27,R00013,35132.63,9.42,2213.35,77.02,15.83,88.33,77.28,63.35,45.96,Delayed,3074.11
2022-04-03,R00013,38855.8,5.25,2348.1,85.18,43.67,102.88,83.55,34.05,29.64,Delayed,3399.88
2022-04-10,R00013,32451.34,4.51,2007.39,71.14,26.44,81.14,87.25,66.9,57.72,Normal,2839.49
2022-04-17,R00013,38453.57,8.88,2091.2,84.3,53.71,80.91,74.57,96.17,31.4,Delayed,3364.69
2022-04-24,R00013,31226.05,4.88,2037.45,68.46,26.33,82.65,82.91,48.85,63.09,Normal,2732.28
2022-05-01,R00013,43645.68,8.5,1943.93,95.68,72.75,71.6,81.02,86.48,8.63,Delayed,3819.0
2022-05-08,R00013,37816.19,6.09,2069.65,82.9,99.86,83.19,92.91,41.83,34.19,Delayed,3308.92
2022-05-15,R00013,24267.2,7.71,2076.67,53.2,45.94,81.5,82.11,90.75,93.6,Delayed,2123.38
2022-05-22,R00013,43698.02,0.0,2021.36,95.8,3.98,88.09,88.47,54.08,8.41,Normal,3823.58
2022-05-29,R00013,31308.71,5.6,2154.15,68.64,26.52,89.48,89.07,85.46,62.73,Delayed,2739.51
2022-06-05,R00013,29061.03,4.52,2299.46,63.71,33.86,100.6,75.53,60.43,72.58,Normal,2542.84
2022-06-12,R00013,40735.59,3.17,2171.76,89.3,75.67,93.89,91.76,51.65,21.39,Normal,3564.36
2022-06-19,R00013,42683.65,4.75,2037.24,93.57,18.66,82.82,87.96,35.31,12.85,Normal,3734.82
2022-06-26,R00013,36638.86,10.25,2112.27,80.32,94.63,80.49,88.21,88.14,39.36,Delayed,3205.9
2022-07-03,R00013,27181.66,9.52,2248.88,59.59,93.91,90.57,96.74,14.19,80.82,Delayed,2378.4
2022-07-10,R00013,37566.63,7.34,2008.16,82.36,92.45,77.43,73.96,78.96,35.29,Delayed,3287.08
2022-07-17,R00013,27169.01,5.3,2310.24,59.56,37.75,100.28,95.78,10.88,80.88,Delayed,2377.29
2022-07-24,R00013,33419.16,8.21,2297.48,73.26,19.73,95.55,83.9,75.08,53.47,Delayed,2924.18
2022-07-31,R00013,33635.03,7.8,2109.92,73.74,81.01,83.6,87.6,80.42,52.53,Delayed,2943.06
2022-08-07,R00013,33646.52,7.2,1962.78,73.76,73.34,74.58,84.6,80.75,52.48,Delayed,2944.07
2022-08-14,R00013,25957.71,12.14,2395.12,56.91,62.34,96.82,84.66,77.98,86.19,Disrupted,2271.3
2022-08-21,R00013,39049.81,4.23,2077.15,85.61,38.87,86.17,83.13,89.23,28.79,Normal,3416.86
2022-08-28,R00013,42787.29,2.14,2182.33,93.8,93.12,95.97,88.5,5.07,12.4,Normal,3743.89
2022-09-04,R00013,25080.25,6.32,1958.07,54.98,48.76,75.44,77.16,87.8,90.04,Delayed,2194.52
2022-09-11,R00013,36237.39,3.38,2007.46,79.44,33.68,82.65,90.77,96.64,41.12,Normal,3170.77
2022-09-18,R00013,31692.61,4.22,2089.97,69.48,51.37,87.04,82.49,29.09,61.04,Normal,2773.1
2022-09-25,R00013,43982.52,6.46,2139.4,96.42,99.6,87.34,77.44,34.66,7.16,Delayed,3848.47
2022-10-02,R00013,39190.79,4.19,2039.83,85.92,21.18,83.74,83.0,37.22,28.17,Normal,3429.19
2022-10-09,R00013,42480.24,4.45,2161.75,93.13,24.07,91.52,93.55,81.24,13.74,Normal,3717.02
2022-10-16,R00013,41047.51,7.83,2045.56,89.99,87.63,79.26,79.27,60.62,20.03,Delayed,3591.66
2022-10-23,R00013,38716.44,0.72,2003.99,84.88,4.15,85.97,89.58,29.72,30.25,Normal,3387.69
2022-10-30,R00013,27038.87,3.73,2092.66,59.28,32.76,87.87,81.76,21.07,81.45,Normal,2365.9
2022-11-06,R00013,32988.22,6.94,2199.66,72.32,21.39,90.73,91.98,40.87,55.36,Delayed,2886.47
2022-11-13,R00013,39461.73,4.3,2168.47,86.51,92.73,92.16,82.3,22.63,26.98,Normal,3452.9
2022-11-20,R00013,45251.96,7.56,2033.88,99.2,31.54,78.85,93.55,89.36,1.59,Delayed,3959.55
2022-11-27,R00013,38544.52,2.58,1889.7,84.5,6.79,75.88,85.53,10.61,31.0,Normal,3372.65
2022-12-04,R00013,44116.55,9.3,2329.87,96.72,99.88,96.26,92.43,24.9,6.57,Delayed,3860.2
2022-12-11,R00013,23765.08,12.02,2281.62,52.1,80.16,89.41,85.62,62.32,95.8,Disrupted,2079.44
2022-12-18,R00013,33807.63,0.0,1923.6,74.12,3.36,81.57,91.82,25.17,51.77,Normal,2958.17
2022-12-25,R00013,40316.12,4.73,2268.28,88.38,27.53,98.25,82.08,59.07,23.23,Normal,3527.66
2023-01-01,R00013,39295.31,3.05,1669.71,86.15,72.07,60.58,58.91,68.05,27.71,Normal,3438.34
2023-01-08,R00013,33113.45,6.53,1819.12,72.59,48.53,65.9,50.48,85.63,54.81,Delayed,2897.43
2023-01-15,R00013,28535.11,3.57,1676.49,62.56,57.73,60.34,55.91,5.16,74.89,Normal,2496.82
2023-01-22,R00013,26576.5,7.12,1897.03,58.26,32.65,70.3,60.45,54.35,83.47,Delayed,2325.44
2023-01-29,R00013,43823.26,2.91,1789.91,96.07,68.26,68.78,32.75,25.04,7.86,Normal,3834.54
2023-02-05,R00013,28586.58,2.49,1631.04,62.67,55.29,58.76,65.85,3.37,74.66,Normal,2501.33
2023-02-12,R00013,38858.36,4.06,1754.1,85.19,33.83,64.86,50.93,49.86,29.62,Normal,3400.11
2023-02-19,R00013,32417.33,6.47,1777.89,71.07,61.4,63.23,57.92,44.72,57.87,Delayed,2836.52
2023-02-26,R00013,28050.31,5.02,1802.97,61.49,43.82,66.84,71.82,0.7,77.01,Delayed,2454.4
2023-03-05,R00013,28501.68,9.76,1722.9,62.48,99.93,55.18,64.92,41.43,75.03,Delayed,2493.9
2023-03-12,R00013,43622.91,6.21,1775.6,95.63,91.94,63.43,54.98,64.07,8.73,Delayed,3817.0
2023-03-19,R00013,30771.94,7.49,1829.23,67.46,90.84,65.29,49.11,55.76,65.08,Delayed,2692.54
2023-03-26,R00013,43189.64,8.11,1630.32,94.68,70.35,51.21,38.85,85.36,10.63,Delayed,3779.09
2023-04-02,R00013,29472.7,12.25,1756.28,64.61,87.45,54.08,43.9,38.77,70.78,Disrupted,2578.86
2023-04-09,R00013,40422.33,4.33,1533.62,88.62,59.76,49.8,61.79,93.68,22.77,Normal,3536.95
2023-04-16,R00013,31496.81,3.86,1656.9,69.05,26.62,58.65,34.25,66.94,61.9,Normal,2755.97
2023-04-23,R00013,45279.19,6.6,1785.84,99.26,29.29,63.59,61.28,74.07,1.47,Delayed,3961.93
2023-04-30,R00013,32458.22,6.65,1845.7,71.16,86.23,67.51,47.8,35.07,57.69,Delayed,2840.09
2023-05-07,R00013,37942.48,6.05,1726.48,83.18,61.22,60.37,38.56,78.51,33.64,Delayed,3319.97
2023-05-14,R00013,31574.65,7.08,1863.83,69.22,43.54,68.14,73.07,78.06,61.56,Delayed,2762.78
2023-05-21,R00013,24913.04,11.65,1729.56,54.62,56.56,53.1,27.57,75.23,90.77,Delayed,2179.89
2023-05-28,R00013,39470.81,3.09,1534.12,86.53,29.87,51.48,50.96,45.55,26.94,Normal,3453.7
2023-06-04,R00013,28834.52,3.49,1665.73,63.21,13.55,59.72,29.36,43.43,73.57,Normal,2523.02
2023-06-11,R00013,24513.49,6.72,1763.13,53.74,41.19,61.92,44.12,93.79,92.52,Delayed,2144.93
2023-06-18,R00013,31047.87,9.01,1777.84,68.07,90.15,59.84,31.05,85.91,63.87,Delayed,2716.69
2023-06-25,R00013,38345.62,5.32,1551.39,84.06,34.87,49.66,39.17,92.25,31.87,Delayed,3355.24
2023-07-02,R00013,29765.24,8.91,1771.49,65.25,23.83,59.55,52.88,86.62,69.49,Delayed,2604.46
2023-07-09,R00013,23603.08,11.98,1741.76,51.74,86.81,53.48,34.73,81.84,96.51,Delayed,2065.27
2023-07-16,R00013,31581.6,2.77,1705.66,69.24,1.03,63.35,49.01,95.65,61.53,Normal,2763.39
2023-07-23,R00013,43697.91,5.22,1731.96,95.8,44.02,61.83,59.68,14.96,8.41,Delayed,3823.57
2023-07-30,R00013,35666.18,5.12,1631.85,78.19,56.13,55.3,44.5,81.17,43.62,Delayed,3120.79
2023-08-06,R00013,41109.21,4.17,1644.81,90.12,90.69,57.43,47.76,34.25,19.76,Normal,3597.06
2023-08-13,R00013,37146.34,6.99,1660.38,81.43,28.54,54.7,45.4,89.96,37.13,Delayed,3250.31
2023-08-20,R00013,25368.42,7.83,1751.97,55.61,93.41,59.69,39.62,18.32,88.77,Delayed,2219.74
2023-08-27,R00013,44018.8,7.31,1817.84,96.5,96.26,64.78,70.03,90.45,7.0,Delayed,3851.65
2023-09-03,R00013,29729.54,5.17,1629.56,65.17,95.58,55.07,54.79,60.87,69.65,Delayed,2601.34
2023-09-10,R00013,31035.84,10.17,1841.29,68.04,98.77,62.52,49.84,74.0,63.92,Delayed,2715.64
2023-09-17,R00013,25972.48,9.43,1748.75,56.94,16.79,57.35,43.51,50.47,86.12,Delayed,2272.59
2023-09-24,R00013,30363.77,3.89,1618.28,66.57,12.08,56.04,38.18,34.78,66.87,Normal,2656.83
2023-10-01,R00013,26696.1,5.61,1704.22,58.52,15.08,59.46,42.33,54.57,82.95,Delayed,2335.91
2023-10-08,R00013,34164.47,1.61,1554.59,74.9,24.64,54.82,42.11,49.67,50.21,Normal,2989.39
2023-10-15,R00013,39326.96,0.0,1558.48,86.21,18.7,57.23,51.28,6.78,27.57,Normal,3441.11
2023-10-22,R00013,37740.52,4.56,1601.32,82.74,65.92,54.01,35.75,47.08,34.53,Normal,3302.3
2023-10-29,R00013,25548.82,6.7,1881.36,56.01,63.37,69.82,59.2,3.74,87.98,Delayed,2235.52
2023-11-05,R00013,38871.25,2.02,1643.07,85.22,21.85,60.18,46.04,2.96,29.57,Normal,3401.23
2023-11-12,R00013,35741.81,9.41,1735.79,78.36,69.96,56.5,43.87,45.6,43.29,Delayed,3127.41
2023-11-19,R00013,37891.5,3.55,1686.98,83.07,42.4,61.07,43.16,64.49,33.86,Normal,3315.51
2023-11-26,R00013,43567.91,4.43,1680.21,95.51,40.48,59.44,41.21,37.99,8.98,Normal,3812.19
2023-12-03,R00013,42856.28,2.1,1625.38,93.95,8.44,58.9,43.45,93.13,12.1,Normal,3749.92
2023-12-10,R00013,27538.29,4.9,1744.1,60.37,25.53,63.07,41.5,9.86,79.26,Normal,2409.6
2023-12-17,R00013,39966.45,8.92,1835.15,87.62,68.48,63.79,54.28,56.84,24.77,Delayed,3497.06
2023-12-24,R00013,28127.25,8.06,1721.35,61.66,51.47,57.35,39.27,54.51,76.68,Delayed,2461.13
2023-12-31,R00013,37973.46,4.84,1653.69,83.25,49.41,57.12,43.19,38.69,33.5,Normal,3322.68
2024-01-07,R00013,23029.66,4.43,1799.97,50.49,17.76,67.42,77.96,11.55,99.03,Normal,2015.09
2024-01-14,R00013,31590.77,4.54,1627.35,69.26,13.73,55.76,47.32,44.52,61.49,Normal,2764.19
