event_id,date,event_type,severity,affected_region,duration_days,risk_increase
E002120,2022-12-28 00:00:00,Cyber Attack,2,Africa,266,5.22
E002121,2015-12-02 00:00:00,Trade Sanction,9,South America,273,31.07
E002122,2025-12-05 00:00:00,Political Unrest,7,North America,32,33.42
E002123,2018-06-07 00:00:00,Export Restriction,6,South America,360,29.19
E002124,2021-11-25 00:00:00,Maritime Conflict,8,Europe,31,35.21
E002125,2026-01-01 00:00:00,Diplomatic Crisis,7,South America,351,22.11
E002126,2019-02-26 00:00:00,Terrorism,6,North America,108,24.58
E002127,2017-07-21 00:00:00,Export Restriction,5,South America,79,23.92
E002128,2018-02-08 00:00:00,Border Conflict,8,Middle East,167,32.77
E002129,2016-07-15 00:00:00,Port Strike,8,South America,191,38.85
E002130,2024-06-07 00:00:00,Political Unrest,3,Asia,289,9.02
E002131,2016-03-10 00:00:00,Border Conflict,7,Middle East,163,16.31
E002132,2020-03-19 00:00:00,Export Restriction,8,Europe,192,42.07
E002133,2022-06-06 00:00:00,Port Strike,2,Africa,304,10.37
E002134,2025-03-16 00:00:00,Diplomatic Crisis,5,Europe,9,21.8
E002135,2026-12-23 00:00:00,Port Strike,1,South America,330,4.96
E002136,2022-08-07 00:00:00,Border Conflict,5,North America,239,24.26
E002137,2021-02-09 00:00:00,Diplomatic Crisis,7,Asia,287,23.16
E002138,2023-11-13 00:00:00,Cyber Attack,1,Asia,71,4.18
E002139,2023-02-19 00:00:00,Export Restriction,10,South America,34,59.69
E002140,2023-12-12 00:00:00,Trade Sanction,5,Middle East,326,21.65
E002141,2015-01-12 00:00:00,Cyber Attack,5,South America,36,24.97
E002142,2015-06-29 00:00:00,War,6,Asia,27,14.17
E002143,2017-06-05 00:00:00,Maritime Conflict,5,Africa,322,22.25
E002144,2021-08-29 00:00:00,Cyber Attack,10,Asia,265,31.86
E002145,2019-02-25 00:00:00,Border Conflict,7,Middle East,324,32.19
E002146,2018-10-11 00:00:00,Trade Sanction,7,Asia,33,22.67
E002147,2022-06-30 00:00:00,Diplomatic Crisis,4,South America,233,16.34
E002148,2020-09-19 00:00:00,Maritime Conflict,9,Europe,197,30.36
E002149,2024-02-05 00:00:00,Export Restriction,6,Africa,104,33.74
E002150,2022-11-01 00:00:00,Maritime Conflict,8,Africa,226,21.88
E002151,2018-12-22 00:00:00,Terrorism,7,Europe,14,29.51
E002152,2021-05-29 00:00:00,War,10,North America,306,55.83
E002153,2021-08-24 00:00:00,Political Unrest,7,Middle East,268,30.62
E002154,2020-05-30 00:00:00,Maritime Conflict,9,Africa,19,24.62
E002155,2024-11-28 00:00:00,Trade Sanction,8,Europe,199,29.36
E002156,2018-10-06 00:00:00,Border Conflict,6,North America,53,33.38
E002157,2023-06-18 00:00:00,Cyber Attack,9,Middle East,107,46.84
E002158,2015-07-04 00:00:00,Political Unrest,8,Africa,34,20.3
E002159,2020-10-26 00:00:00,Export Restriction,7,Africa,96,40.94
E002160,2019-03-10 00:00:00,Maritime Conflict,1,South America,348,2.83
E002161,2018-04-12 00:00:00,Cyber Attack,5,Europe,22,17.28
E002162,2024-02-03 00:00:00,Terrorism,9,Africa,188,27.56
E002163,2024-04-15 00:00:00,War,2,Asia,227,11.56
E002164,2017-02-28 00:00:00,Port Strike,9,Asia,338,53.73
E002165,2017-10-15 00:00:00,Diplomatic Crisis,2,Asia,173,8.55
E002166,2018-10-12 00:00:00,Political Unrest,4,Europe,194,12.39
E002167,2018-11-05 00:00:00,Diplomatic Crisis,10,Europe,352,49.21
E002168,2022-07-28 00:00:00,Terrorism,2,Europe,118,5.96
E002169,2015-01-09 00:00:00,Border Conflict,6,Asia,29,17.16
E002170,2025-01-15 00:00:00,Export Restriction,7,Africa,49,38.5
E002171,2018-01-12 00:00:00,Border Conflict,7,South America,302,27.33
E002172,2017-12-18 00:00:00,War,7,Asia,348,16.91
E002173,2020-10-10 00:00:00,Trade Sanction,8,Africa,119,39.21
E002174,2020-03-12 00:00:00,Border Conflict,2,North America,200,10.48
E002175,2022-09-28 00:00:00,Political Unrest,7,Europe,223,14.63
E002176,2019-11-28 00:00:00,Cyber Attack,1,Middle East,205,4.51
E002177,2017-08-02 00:00:00,Terrorism,8,South America,353,20.36
E002178,2025-10-03 00:00:00,Terrorism,10,Africa,62,43.14
E002179,2025-08-07 00:00:00,Diplomatic Crisis,2,Asia,340,4.76
E002180,2023-08-12 00:00:00,Export Restriction,10,Europe,129,26.62
E002181,2017-07-11 00:00:00,War,8,Africa,199,33.69
E002182,2018-03-13 00:00:00,Border Conflict,5,Middle East,360,25.97
E002183,2024-08-13 00:00:00,Export Restriction,3,Middle East,275,7.74
E002184,2020-08-22 00:00:00,Diplomatic Crisis,4,North America,359,18.5
E002185,2018-03-18 00:00:00,Maritime Conflict,9,Europe,262,39.82
E002186,2023-04-06 00:00:00,War,4,Asia,163,18.34
E002187,2016-03-12 00:00:00,Cyber Attack,3,Asia,59,8.23
E002188,2026-10-18 00:00:00,War,5,Middle East,110,15.21
E002189,2018-01-09 00:00:00,Terrorism,1,South America,43,3.93
E002190,2016-07-24 00:00:00,Maritime Conflict,9,North America,246,33.61
E002191,2023-12-20 00:00:00,Maritime Conflict,3,North America,356,14.99
E002192,2024-03-25 00:00:00,Trade Sanction,10,North America,52,56.68
E002193,2018-12-03 00:00:00,Diplomatic Crisis,6,South America,304,17.57
E002194,2026-05-17 00:00:00,Terrorism,5,North America,163,17.54
E002195,2016-11-10 00:00:00,Diplomatic Crisis,1,Asia,251,4.69
E002196,2025-02-13 00:00:00,Diplomatic Crisis,6,Europe,76,13.53
E002197,2019-07-02 00:00:00,Trade Sanction,6,Africa,329,27.46
E002198,2021-12-28 00:00:00,Port Strike,9,South America,297,27.17
E002199,2022-07-25 00:00:00,Cyber Attack,3,Africa,229,14.0
E002200,2022-01-07 00:00:00,Political Unrest,2,Africa,313,5.03
E002201,2015-02-28 00:00:00,Cyber Attack,9,Middle East,44,26.24
E002202,2024-07-08 00:00:00,Cyber Attack,3,Europe,299,12.08
E002203,2019-11-10 00:00:00,Cyber Attack,7,Africa,140,15.08
E002204,2022-05-05 00:00:00,Cyber Attack,1,South America,121,2.39
E002205,2022-03-24 00:00:00,Trade Sanction,7,Europe,141,40.26
E002206,2024-03-12 00:00:00,Terrorism,2,South America,195,9.01
E002207,2022-08-23 00:00:00,Cyber Attack,5,Asia,198,25.27
E002208,2017-11-25 00:00:00,Trade Sanction,3,Asia,284,7.39
E002209,2026-04-05 00:00:00,Port Strike,10,Europe,216,50.14
E002210,2024-12-18 00:00:00,Trade Sanction,2,Asia,64,11.92
E002211,2022-01-13 00:00:00,Port Strike,5,Middle East,347,26.67
E002212,2019-02-15 00:00:00,Port Strike,6,Europe,138,13.94
E002213,2017-08-05 00:00:00,Export Restriction,6,Middle East,154,28.67
E002214,2018-02-17 00:00:00,Trade Sanction,4,North America,231,9.28
E002215,2015-07-08 00:00:00,Port Strike,2,South America,164,7.85
E002216,2022-08-27 00:00:00,Diplomatic Crisis,1,Europe,247,2.51
E002217,2025-11-30 00:00:00,Terrorism,8,Europe,85,41.28
E002218,2021-04-26 00:00:00,Cyber Attack,6,Asia,266,23.37
E002219,2021-08-04 00:00:00,Border Conflict,5,Middle East,363,18.67
E002220,2026-01-22 00:00:00,Trade Sanction,9,Europe,121,35.83
E002221,2017-12-09 00:00:00,Trade Sanction,2,Africa,164,7.85
E002222,2016-10-21 00:00:00,Border Conflict,1,Europe,41,5.22
E002223,2021-03-24 00:00:00,Political Unrest,3,Middle East,106,8.51
E002224,2018-02-25 00:00:00,Cyber Attack,7,South America,264,19.55
E002225,2023-09-13 00:00:00,Diplomatic Crisis,4,North America,51,18.59
E002226,2024-08-31 00:00:00,War,7,Europe,337,33.04
E002227,2018-02-19 00:00:00,Terrorism,9,Middle East,218,52.05
E002228,2017-08-12 00:00:00,Trade Sanction,5,Africa,48,23.22
E002229,2022-12-02 00:00:00,Trade Sanction,3,Middle East,282,16.7
E002230,2025-04-19 00:00:00,Diplomatic Crisis,6,South America,189,21.38
E002231,2016-06-17 00:00:00,Diplomatic Crisis,3,Europe,102,17.25
E002232,2021-06-13 00:00:00,Diplomatic Crisis,4,Africa,340,19.08
E002233,2019-07-31 00:00:00,Diplomatic Crisis,5,South America,326,23.8
E002234,2015-07-03 00:00:00,Diplomatic Crisis,4,Asia,293,12.06
E002235,2019-12-02 00:00:00,Export Restriction,3,Asia,353,8.1
E002236,2025-07-21 00:00:00,Border Conflict,5,South America,89,21.76
E002237,2018-09-22 00:00:00,Diplomatic Crisis,10,Middle East,133,54.79
E002238,2015-03-03 00:00:00,Terrorism,3,Middle East,152,12.15
E002239,2016-05-01 00:00:00,Border Conflict,10,South America,155,46.82
E002240,2020-08-22 00:00:00,Border Conflict,7,Africa,56,39.39
E002241,2021-04-18 00:00:00,Cyber Attack,3,Europe,347,16.11
E002242,2017-12-16 00:00:00,Border Conflict,1,Middle East,204,3.96
E002243,2019-05-20 00:00:00,Diplomatic Crisis,7,Africa,217,16.4
E002244,2015-11-29 00:00:00,Political Unrest,6,Africa,292,30.61
E002245,2026-07-02 00:00:00,Terrorism,2,Asia,301,4.32
E002246,2015-11-17 00:00:00,Export Restriction,6,Asia,341,12.55
E002247,2019-02-09 00:00:00,Trade Sanction,1,Europe,267,3.39
E002248,2022-06-16 00:00:00,Trade Sanction,1,Asia,11,5.02
E002249,2015-12-14 00:00:00,Maritime Conflict,6,North America,131,27.63
E002250,2015-02-22 00:00:00,Trade Sanction,5,Middle East,364,21.04
E002251,2018-07-24 00:00:00,Trade Sanction,4,Europe,89,15.1
E002252,2021-09-17 00:00:00,Terrorism,2,South America,345,5.74
E002253,2024-07-22 00:00:00,Border Conflict,8,South America,271,28.54
E002254,2024-02-13 00:00:00,Border Conflict,2,Asia,25,11.62
E002255,2020-03-11 00:00:00,Port Strike,3,Africa,277,13.06
E002256,2025-05-01 00:00:00,Political Unrest,3,South America,69,6.86
E002257,2016-06-01 00:00:00,Maritime Conflict,7,Middle East,319,16.91
E002258,2016-08-01 00:00:00,Trade Sanction,3,Asia,336,12.23
E002259,2023-01-17 00:00:00,Political Unrest,10,Middle East,295,37.34
E002260,2020-05-30 00:00:00,Cyber Attack,8,Africa,319,46.61
E002261,2024-11-13 00:00:00,Cyber Attack,3,South America,27,13.72
E002262,2018-01-04 00:00:00,Maritime Conflict,10,Asia,84,51.03
E002263,2022-02-28 00:00:00,Maritime Conflict,3,South America,196,10.59
E002264,2026-12-02 00:00:00,Export Restriction,10,Europe,96,51.44
E002265,2016-09-16 00:00:00,War,5,Europe,61,13.2
E002266,2020-08-31 00:00:00,Cyber Attack,7,Africa,111,34.71
E002267,2026-05-05 00:00:00,Cyber Attack,2,Middle East,281,10.06
E002268,2017-01-23 00:00:00,Border Conflict,4,South America,170,21.36
E002269,2022-12-21 00:00:00,Maritime Conflict,10,South America,174,43.21
E002270,2019-01-26 00:00:00,War,10,Africa,277,47.74
E002271,2018-06-11 00:00:00,Maritime Conflict,10,North America,250,26.99
E002272,2017-07-03 00:00:00,Diplomatic Crisis,9,Middle East,252,21.26
E002273,2025-03-30 00:00:00,Border Conflict,10,Asia,92,49.78
E002274,2021-10-29 00:00:00,Political Unrest,4,North America,204,13.23
E002275,2016-11-20 00:00:00,Trade Sanction,8,Africa,181,35.87
E002276,2026-12-30 00:00:00,Trade Sanction,1,South America,92,2.03
E002277,2025-05-09 00:00:00,Maritime Conflict,8,North America,355,21.78
E002278,2018-09-23 00:00:00,Border Conflict,2,North America,198,5.99
E002279,2025-07-23 00:00:00,Export Restriction,5,South America,184,18.83
E002280,2015-11-02 00:00:00,Border Conflict,10,South America,96,47.86
E002281,2019-01-05 00:00:00,Border Conflict,8,Europe,108,25.55
E002282,2017-01-12 00:00:00,Cyber Attack,3,Middle East,313,12.53
E002283,2021-12-05 00:00:00,Cyber Attack,6,Asia,73,16.1
E002284,2015-09-10 00:00:00,Cyber Attack,6,North America,49,20.35
E002285,2020-09-24 00:00:00,War,6,Middle East,172,29.23
E002286,2026-11-19 00:00:00,Border Conflict,1,South America,254,4.28
E002287,2026-10-22 00:00:00,Port Strike,9,Asia,75,37.65
E002288,2022-12-04 00:00:00,Cyber Attack,4,South America,317,22.1
E002289,2015-02-08 00:00:00,Border Conflict,10,Middle East,150,32.0
E002290,2021-08-19 00:00:00,Port Strike,3,South America,213,6.83
E002291,2023-09-21 00:00:00,Political Unrest,3,South America,308,13.6
E002292,2021-01-10 00:00:00,Trade Sanction,10,Africa,344,48.28
E002293,2022-02-25 00:00:00,Export Restriction,5,North America,72,24.61
E002294,2019-11-26 00:00:00,War,9,Asia,143,32.77
E002295,2021-07-09 00:00:00,Political Unrest,4,Asia,249,23.27
E002296,2017-09-14 00:00:00,Export Restriction,5,North America,93,19.3
E002297,2018-02-03 00:00:00,Port Strike,8,Asia,152,37.26
E002298,2017-12-12 00:00:00,Trade Sanction,1,Asia,110,4.32
E002299,2016-12-04 00:00:00,Trade Sanction,5,Europe,239,22.71
E002300,2015-02-28 00:00:00,Maritime Conflict,3,Middle East,23,9.14
E002301,2020-04-07 00:00:00,Trade Sanction,1,Europe,151,3.25
E002302,2025-09-03 00:00:00,Diplomatic Crisis,2,Europe,357,5.36
E002303,2016-06-11 00:00:00,War,4,Middle East,185,23.14
E002304,2017-10-29 00:00:00,Cyber Attack,5,Asia,316,13.71
E002305,2020-11-08 00:00:00,Border Conflict,8,South America,221,17.19
E002306,2015-08-22 00:00:00,Maritime Conflict,2,Middle East,138,5.95
E002307,2026-04-26 00:00:00,War,1,Europe,123,2.88
E002308,2020-06-22 00:00:00,Cyber Attack,6,Europe,304,15.25
E002309,2021-11-20 00:00:00,Port Strike,1,North America,148,4.83
E002310,2026-06-09 00:00:00,War,2,Europe,264,8.84
E002311,2016-08-17 00:00:00,War,10,North America,59,21.78
E002312,2024-09-25 00:00:00,Diplomatic Crisis,2,North America,315,8.9
E002313,2015-05-30 00:00:00,Border Conflict,7,Europe,250,33.26
E002314,2016-07-05 00:00:00,Export Restriction,9,Europe,301,48.05
E002315,2020-04-30 00:00:00,Cyber Attack,4,Europe,149,11.07
E002316,2015-09-11 00:00:00,Political Unrest,9,Europe,303,22.31
E002317,2022-11-23 00:00:00,Terrorism,6,Asia,30,21.98
E002318,2021-07-04 00:00:00,Cyber Attack,3,Middle East,274,14.45
E002319,2019-12-30 00:00:00,Trade Sanction,4,North America,268,13.84
E002320,2021-06-29 00:00:00,Political Unrest,5,Asia,196,29.59
E002321,2019-07-07 00:00:00,Maritime Conflict,9,Europe,327,29.96
E002322,2022-08-10 00:00:00,Border Conflict,6,Middle East,40,27.19
E002323,2017-05-05 00:00:00,Terrorism,8,Middle East,205,28.58
E002324,2021-10-17 00:00:00,Border Conflict,10,Asia,38,35.98
E002325,2018-06-09 00:00:00,Political Unrest,4,Africa,198,12.91
E002326,2026-02-16 00:00:00,Terrorism,4,Asia,173,12.47
E002327,2020-11-12 00:00:00,Border Conflict,1,North America,123,4.75
E002328,2023-08-18 00:00:00,Diplomatic Crisis,6,Africa,209,17.17
E002329,2018-06-30 00:00:00,Diplomatic Crisis,9,Africa,341,32.66
E002330,2015-06-05 00:00:00,War,6,Africa,19,21.34
E002331,2019-11-09 00:00:00,Export Restriction,5,Africa,337,18.05
E002332,2024-09-16 00:00:00,Political Unrest,10,North America,228,48.92
E002333,2015-05-31 00:00:00,Cyber Attack,9,Middle East,184,37.66
E002334,2021-07-07 00:00:00,Trade Sanction,3,South America,167,11.5
E002335,2019-04-06 00:00:00,Political Unrest,1,South America,149,3.42
E002336,2026-09-21 00:00:00,Diplomatic Crisis,6,Asia,167,24.07
E002337,2019-09-15 00:00:00,Maritime Conflict,2,Middle East,200,7.18
E002338,2023-09-17 00:00:00,Political Unrest,3,North America,77,14.51
E002339,2020-11-30 00:00:00,Border Conflict,10,North America,234,40.29
E002340,2026-04-19 00:00:00,War,2,Europe,312,10.05
E002341,2022-08-23 00:00:00,War,8,Asia,21,47.08
E002342,2022-03-14 00:00:00,Port Strike,8,South America,40,27.29
E002343,2019-07-02 00:00:00,Export Restriction,2,Europe,30,7.62
E002344,2021-12-17 00:00:00,Cyber Attack,1,Middle East,214,2.49
E002345,2018-07-29 00:00:00,Export Restriction,1,Asia,109,5.25
E002346,2017-02-20 00:00:00,Cyber Attack,7,Europe,21,23.45
E002347,2026-05-30 00:00:00,Terrorism,5,Middle East,191,12.46
E002348,2017-05-12 00:00:00,Political Unrest,6,Middle East,12,18.32
E002349,2017-02-09 00:00:00,Cyber Attack,1,South America,277,3.1
E002350,2016-12-11 00:00:00,Port Strike,1,Africa,254,5.13
E002351,2018-12-07 00:00:00,Maritime Conflict,2,South America,58,7.96
E002352,2026-01-08 00:00:00,Cyber Attack,10,Middle East,173,40.4
E002353,2023-07-21 00:00:00,Export Restriction,4,North America,97,23.38
E002354,2021-01-06 00:00:00,War,8,North America,277,43.93
E002355,2016-05-30 00:00:00,War,2,South America,304,5.72
E002356,2025-04-24 00:00:00,Export Restriction,5,Asia,22,29.0
E002357,2026-12-27 00:00:00,Terrorism,4,North America,161,23.0
E002358,2017-03-09 00:00:00,Cyber Attack,3,Middle East,292,16.84
E002359,2016-03-01 00:00:00,Terrorism,5,Middle East,196,14.35
E002360,2024-04-14 00:00:00,Export Restriction,6,Asia,93,18.58
E002361,2024-08-14 00:00:00,Diplomatic Crisis,7,Europe,52,27.6
E002362,2019-08-27 00:00:00,Diplomatic Crisis,2,Middle East,142,9.59
E002363,2025-05-01 00:00:00,Diplomatic Crisis,9,Asia,300,22.42
E002364,2020-04-11 00:00:00,Export Restriction,6,Middle East,302,33.28
E002365,2020-10-22 00:00:00,Political Unrest,7,Asia,80,14.46
E002366,2018-08-29 00:00:00,Trade Sanction,10,North America,345,55.59
E002367,2026-12-29 00:00:00,Cyber Attack,1,Asia,272,3.2
E002368,2022-06-11 00:00:00,Diplomatic Crisis,5,Asia,322,14.32
E002369,2021-08-24 00:00:00,Port Strike,10,Africa,108,53.32
E002370,2026-12-01 00:00:00,Trade Sanction,9,Europe,151,25.91
E002371,2026-03-10 00:00:00,Trade Sanction,1,Asia,265,2.32
E002372,2023-04-22 00:00:00,Political Unrest,9,North America,356,52.11
E002373,2015-12-24 00:00:00,Terrorism,10,Asia,178,33.15
E002374,2024-01-21 00:00:00,Cyber Attack,10,North America,319,50.89
E002375,2024-11-12 00:00:00,Port Strike,9,Africa,35,24.47
E002376,2017-05-11 00:00:00,Port Strike,5,Asia,306,29.69
E002377,2024-04-24 00:00:00,Trade Sanction,7,North America,356,40.59
E002378,2024-07-10 00:00:00,Trade Sanction,1,Africa,104,2.06
E002379,2022-09-30 00:00:00,Terrorism,2,North America,118,7.22
E002380,2016-07-20 00:00:00,Cyber Attack,2,Africa,123,5.31
E002381,2023-12-05 00:00:00,Diplomatic Crisis,3,Africa,90,12.83
E002382,2019-09-13 00:00:00,Diplomatic Crisis,5,Asia,289,12.08
E002383,2026-08-28 00:00:00,Cyber Attack,7,North America,187,39.32
E002384,2026-12-04 00:00:00,Terrorism,2,North America,122,6.34
E002385,2025-12-08 00:00:00,War,3,South America,311,17.82
E002386,2018-04-06 00:00:00,Maritime Conflict,1,Europe,27,2.24
E002387,2024-09-28 00:00:00,Political Unrest,1,North America,202,2.86
E002388,2016-12-13 00:00:00,Trade Sanction,1,South America,342,5.36
E002389,2023-10-11 00:00:00,Maritime Conflict,2,Middle East,285,8.52
E002390,2017-12-10 00:00:00,Port Strike,8,Asia,159,38.61
E002391,2025-11-26 00:00:00,Diplomatic Crisis,1,South America,331,2.6
E002392,2021-04-05 00:00:00,Cyber Attack,10,Africa,260,41.82
E002393,2023-06-22 00:00:00,Political Unrest,9,Africa,247,43.64
E002394,2024-01-14 00:00:00,War,8,Africa,114,34.53
E002395,2024-03-11 00:00:00,War,9,Africa,247,53.71
E002396,2015-03-12 00:00:00,Diplomatic Crisis,3,Europe,359,7.59
E002397,2021-01-01 00:00:00,Export Restriction,1,South America,226,5.97
E002398,2026-12-04 00:00:00,Port Strike,6,Middle East,69,13.24
E002399,2021-12-06 00:00:00,Border Conflict,3,South America,76,8.33
E002400,2017-04-13 00:00:00,Cyber Attack,8,Africa,255,34.25
E002401,2020-01-27 00:00:00,Political Unrest,4,North America,172,20.9
E002402,2020-11-07 00:00:00,Border Conflict,8,South America,244,17.35
E002403,2016-06-25 00:00:00,Trade Sanction,2,South America,112,10.71
E002404,2025-10-08 00:00:00,Border Conflict,10,North America,333,51.14
E002405,2019-08-16 00:00:00,Diplomatic Crisis,8,Asia,270,44.38
E002406,2026-03-06 00:00:00,Port Strike,4,South America,21,13.03
E002407,2021-06-24 00:00:00,Diplomatic Crisis,8,Africa,134,34.03
E002408,2015-01-13 00:00:00,Maritime Conflict,8,South America,174,40.26
E002409,2019-09-21 00:00:00,Trade Sanction,1,South America,223,3.92
E002410,2018-03-30 00:00:00,Political Unrest,8,North America,158,36.12
E002411,2015-05-28 00:00:00,Diplomatic Crisis,3,Africa,363,15.91
E002412,2022-08-27 00:00:00,War,1,Europe,359,5.43
E002413,2021-01-25 00:00:00,Political Unrest,4,South America,211,19.49
E002414,2015-06-10 00:00:00,Political Unrest,1,Asia,346,4.24
E002415,2019-12-31 00:00:00,Port Strike,5,Asia,94,19.98
E002416,2023-10-26 00:00:00,Border Conflict,3,Europe,10,14.3
E002417,2022-08-20 00:00:00,Port Strike,10,Middle East,301,59.82
E002418,2024-04-02 00:00:00,Cyber Attack,6,Middle East,164,16.88
E002419,2015-10-31 00:00:00,Cyber Attack,10,Africa,280,29.72
E002420,2026-11-28 00:00:00,Cyber Attack,6,Asia,93,16.24
E002421,2021-03-19 00:00:00,Export Restriction,10,Europe,55,47.59
E002422,2025-04-01 00:00:00,Cyber Attack,8,Africa,13,32.57
E002423,2018-10-20 00:00:00,Maritime Conflict,10,Africa,288,25.16
E002424,2016-05-15 00:00:00,Terrorism,4,Middle East,109,12.36
E002425,2024-09-07 00:00:00,Trade Sanction,3,Middle East,59,16.16
E002426,2021-09-02 00:00:00,Trade Sanction,10,Africa,314,58.71
E002427,2025-12-18 00:00:00,Political Unrest,7,Middle East,39,29.35
E002428,2019-06-12 00:00:00,Cyber Attack,8,Europe,183,23.88
E002429,2016-09-17 00:00:00,Terrorism,2,Africa,101,10.73
E002430,2018-03-14 00:00:00,Terrorism,2,North America,204,9.56
E002431,2021-11-09 00:00:00,Political Unrest,7,Middle East,78,17.0
E002432,2018-09-26 00:00:00,Cyber Attack,7,Asia,265,35.69
E002433,2020-08-13 00:00:00,Trade Sanction,7,North America,139,25.36
E002434,2017-02-13 00:00:00,Export Restriction,8,Europe,12,46.03
E002435,2023-11-02 00:00:00,Border Conflict,6,Middle East,346,17.82
E002436,2016-01-12 00:00:00,Diplomatic Crisis,9,Europe,245,36.93
E002437,2022-04-08 00:00:00,War,3,South America,83,15.85
E002438,2018-03-23 00:00:00,Terrorism,2,Asia,54,8.99
E002439,2025-07-06 00:00:00,Diplomatic Crisis,7,Europe,113,15.98
E002440,2016-07-05 00:00:00,Cyber Attack,2,North America,22,6.37
E002441,2026-07-31 00:00:00,Trade Sanction,3,Middle East,20,14.35
E002442,2026-08-25 00:00:00,Export Restriction,1,Asia,260,5.83
E002443,2017-09-30 00:00:00,Border Conflict,3,Europe,36,8.36
E002444,2020-09-17 00:00:00,Political Unrest,3,Asia,49,17.8
E002445,2015-09-06 00:00:00,Export Restriction,10,Europe,325,40.93
E002446,2016-12-02 00:00:00,Border Conflict,10,South America,308,52.43
E002447,2017-03-04 00:00:00,Diplomatic Crisis,6,South America,284,31.03
E002448,2025-01-04 00:00:00,War,3,Europe,57,14.09
E002449,2015-07-29 00:00:00,Maritime Conflict,8,Middle East,344,23.87
E002450,2022-09-25 00:00:00,Political Unrest,3,South America,157,12.57
E002451,2020-02-12 00:00:00,Diplomatic Crisis,8,Asia,188,36.02
E002452,2024-06-15 00:00:00,Trade Sanction,2,Middle East,30,6.31
E002453,2026-08-15 00:00:00,Terrorism,5,South America,59,14.89
E002454,2021-03-31 00:00:00,Trade Sanction,7,North America,41,19.22
E002455,2021-09-08 00:00:00,Political Unrest,10,Europe,279,46.38
E002456,2018-11-26 00:00:00,Export Restriction,1,Europe,148,3.21
E002457,2016-03-19 00:00:00,War,2,Middle East,298,7.41
E002458,2018-07-04 00:00:00,Political Unrest,4,South America,60,21.12
E002459,2022-06-30 00:00:00,Export Restriction,10,Middle East,126,36.98
E002460,2023-09-30 00:00:00,Maritime Conflict,4,North America,81,17.52
E002461,2023-02-10 00:00:00,Trade Sanction,7,Middle East,350,20.34
E002462,2018-10-18 00:00:00,Cyber Attack,5,South America,89,22.27
E002463,2015-07-04 00:00:00,Export Restriction,10,Asia,72,24.56
E002464,2017-09-29 00:00:00,War,10,Europe,307,54.09
E002465,2016-01-29 00:00:00,Cyber Attack,2,North America,64,7.79
E002466,2026-05-27 00:00:00,War,9,Asia,256,44.52
E002467,2016-08-04 00:00:00,Cyber Attack,1,South America,238,4.38
E002468,2015-05-11 00:00:00,Maritime Conflict,4,North America,19,15.15
E002469,2015-02-07 00:00:00,Export Restriction,7,Asia,62,32.6
E002470,2022-03-21 00:00:00,Border Conflict,3,Asia,224,7.27
E002471,2018-11-12 00:00:00,Port Strike,5,North America,220,18.27
E002472,2023-07-18 00:00:00,War,3,North America,281,13.67
E002473,2023-09-26 00:00:00,Cyber Attack,4,Asia,157,11.73
E002474,2022-01-25 00:00:00,Political Unrest,1,South America,83,5.65
E002475,2021-01-21 00:00:00,Diplomatic Crisis,5,Middle East,134,16.31
E002476,2017-09-19 00:00:00,Cyber Attack,5,Asia,162,10.25
E002477,2018-11-10 00:00:00,War,3,South America,122,13.46
E002478,2020-01-17 00:00:00,Terrorism,3,Europe,62,11.31
E002479,2022-02-22 00:00:00,Diplomatic Crisis,10,Asia,181,42.0
E002480,2022-07-12 00:00:00,War,9,South America,344,30.1
E002481,2020-08-26 00:00:00,War,8,Asia,322,43.21
E002482,2019-04-26 00:00:00,Political Unrest,9,North America,121,25.64
E002483,2015-05-19 00:00:00,Maritime Conflict,4,North America,340,13.34
E002484,2018-08-08 00:00:00,Political Unrest,10,South America,269,46.96
E002485,2020-03-11 00:00:00,Export Restriction,4,South America,133,9.32
E002486,2016-02-27 00:00:00,Terrorism,1,Middle East,238,5.11
E002487,2024-03-02 00:00:00,Maritime Conflict,1,South America,284,5.83
E002488,2019-01-26 00:00:00,Border Conflict,10,Africa,233,51.07
E002489,2024-09-01 00:00:00,Diplomatic Crisis,1,Europe,327,5.17
E002490,2020-01-15 00:00:00,Maritime Conflict,8,Europe,284,18.49
E002491,2023-02-12 00:00:00,Maritime Conflict,4,South America,113,19.85
E002492,2016-10-25 00:00:00,Export Restriction,9,Middle East,81,25.78
E002493,2024-07-22 00:00:00,Political Unrest,4,Europe,173,20.48
E002494,2025-02-10 00:00:00,Diplomatic Crisis,3,Europe,247,13.5
E002495,2016-08-01 00:00:00,War,8,Middle East,224,35.17
E002496,2025-10-02 00:00:00,Maritime Conflict,5,Africa,158,15.48
E002497,2015-07-11 00:00:00,Political Unrest,9,North America,358,43.91
E002498,2015-05-16 00:00:00,Border Conflict,6,South America,112,32.57
E002499,2026-07-23 00:00:00,Cyber Attack,5,Middle East,85,17.99
E002500,2020-10-22 00:00:00,Terrorism,5,North America,88,12.81
E002501,2022-11-27 00:00:00,Export Restriction,7,Africa,230,21.63
E002502,2024-05-07 00:00:00,Cyber Attack,2,North America,260,8.9
E002503,2026-09-10 00:00:00,War,2,Middle East,188,4.84
E002504,2015-03-04 00:00:00,Trade Sanction,8,Middle East,237,20.8
E002505,2022-05-04 00:00:00,Border Conflict,8,Middle East,331,46.25
